Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-June-2020,3144.00,3144.00,2911.00,2935.45,3009.005644716631877436,1015640,86053,3056066493.00,157703,15.53,233.00,-208.55
23-June-2020,2900.00,3105.00,2833.25,3027.80,2937.830775218311400841,739998,61399,2173988898.00,135816,18.35,271.75,127.80
22-June-2020,2742.60,2860.00,2729.05,2841.85,2821.958847767998383795,524686,38203,1480642300.00,49464,9.43,130.95,99.25
19-June-2020,2559.00,2715.00,2555.00,2697.80,2657.456135700467084941,935590,71474,2486289386.00,200070,21.38,160.00,138.80
18-June-2020,2350.00,2540.00,2350.00,2527.55,2481.313683053630185471,738819,61077,1833241694.00,270200,36.57,190.00,177.55
17-June-2020,2340.00,2424.25,2325.00,2396.70,2389.941480977759503212,569097,38464,1360108527.00,103424,18.17,99.25,56.70
16-June-2020,2448.00,2452.00,2285.60,2365.75,2371.854793501337318564,467727,31375,1109380527.00,86690,18.53,166.40,-82.25
15-June-2020,2419.00,2428.40,2330.60,2350.35,2367.464125511846362844,414431,31848,981150525.00,99347,23.97,97.80,-68.65
12-June-2020,2200.00,2468.80,2199.00,2448.95,2361.119834688420085897,555315,41219,1311165261.00,81532,14.68,269.80,248.95
11-June-2020,2414.00,2458.75,2321.35,2337.15,2391.105962095609259013,368981,25536,882272669.00,69612,18.87,137.40,-76.85
10-June-2020,2448.70,2468.00,2401.50,2438.05,2424.491244060823028998,273186,20617,662337065.00,22736,8.32,66.50,-10.65
9-June-2020,2535.20,2535.20,2415.25,2443.55,2480.605788470325030328,380826,26778,944679180.00,46874,12.31,119.95,-91.65
8-June-2020,2496.85,2546.00,2474.70,2507.40,2512.902317213326834786,498573,36502,1252865247.00,70248,14.09,71.30,10.55
5-June-2020,2342.00,2409.30,2275.10,2392.90,2350.726323187239206748,567739,38347,1334599012.00,77089,13.58,134.20,50.90
4-June-2020,2413.10,2453.80,2278.30,2313.35,2336.928522367259649289,653701,44578,1527652512.00,83200,12.73,175.50,-99.75
3-June-2020,2409.00,2496.65,2398.90,2413.10,2454.847931948370924944,633519,43981,1555192807.00,90357,14.26,97.75,4.10
2-June-2020,2185.00,2374.90,2162.50,2346.70,2269.238594974050354009,846447,54512,1920790201.00,152108,17.97,212.40,161.70
1-June-2020,1998.00,2195.00,1995.30,2160.05,2123.656801600002036921,785499,46574,1668130294.00,165673,21.09,199.70,162.05
29-May-2020,1919.90,1980.00,1891.20,1952.70,1943.993491626949272127,347245,24634,675042020.00,34641,9.98,88.80,32.80
28-May-2020,1957.95,1983.00,1924.00,1946.85,1955.414846664558963009,395375,24007,773122145.00,39852,10.08,59.00,-11.10
27-May-2020,1830.00,1945.15,1783.10,1936.85,1873.505440742442768101,602767,38247,1129287254.00,65110,10.80,162.05,106.85
26-May-2020,1928.80,1935.00,1821.15,1829.90,1863.933346431829345309,356275,29936,664072853.00,90167,25.31,113.85,-98.90
22-May-2020,1980.00,2005.15,1865.50,1895.95,1910.625092318120655989,593058,50069,1133111496.00,147846,24.93,139.65,-84.05
21-May-2020,2059.70,2077.35,1975.00,1988.85,2027.986666487045375705,296921,23657,602151829.00,53748,18.10,102.35,-70.85
20-May-2020,1969.00,2061.00,1935.45,2042.95,1996.469448544660076219,716087,54242,1429645818.00,130614,18.24,125.55,73.95
19-May-2020,1964.00,2001.70,1918.40,1967.25,1963.494080159752482265,324502,25284,637157756.00,48617,14.98,83.30,3.25
18-May-2020,2099.00,2099.00,1926.90,1940.00,1971.279678751334244677,427208,40373,842146449.00,195716,45.81,172.10,-159.00
15-May-2020,2110.05,2135.75,2056.50,2086.45,2079.918612981802550508,300097,25496,624177336.00,78047,26.01,79.25,-23.60
14-May-2020,2159.00,2258.00,2096.80,2110.05,2195.881903947259420231,519069,38894,1139814224.00,116373,22.42,161.20,-48.95
13-May-2020,2215.00,2239.65,2144.85,2161.15,2175.847880592625271129,408015,29883,887778573.00,75818,18.58,94.80,-53.85
12-May-2020,1994.40,2080.00,1978.00,2071.05,2033.769057163068009566,356244,28363,724518024.00,62986,17.68,102.00,76.65
11-May-2020,2079.90,2092.30,1994.45,2016.45,2029.596661901120457492,300770,24342,610441788.00,71213,23.68,97.85,-63.45
8-May-2020,2128.00,2128.65,2015.80,2024.90,2071.649220148416720457,218439,16626,452528984.00,39139,17.92,112.85,-103.10
7-May-2020,2106.25,2169.00,2050.00,2060.95,2103.021204335266269669,281782,21977,592593521.00,36205,12.85,119.00,-45.30
6-May-2020,2005.00,2131.15,1955.50,2106.25,2067.844060161364505826,465282,33090,962130620.00,74454,16.00,175.65,101.25
5-May-2020,2126.60,2140.55,1997.00,2002.30,2039.932777763354881140,462228,34716,942914048.00,108247,23.42,143.55,-124.30
4-May-2020,2232.00,2232.00,2050.00,2080.50,2104.264391134986868649,351449,29437,739541616.00,121805,34.66,182.00,-151.50
